reason,,vessel,imo,operation_date,report_date,archive_time,grade,grade_raw,quantity,unit,port,operation_raw,operation,rank_operation,direction,lo_country_code,lo_city_code,,charterer,supplier,receiver,source_file,source_sheet,source_imo,min_dist,bargolink
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,SICHEM OSPREY,9396024,12/9/2016,7/26/2017,7/26/2017,GS013,Heavy Pygas,6283,MT,Amsterdam,bldate,Bill date,14,Discharge,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9396024&vessel=&poi=&startdate=2016-12-04 00:00:00&enddate=2016-12-14 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,VF TANKER-13,9645023,6/3/2017,7/26/2017,7/26/2017,GS011,Naphtha,5533,MT,Aliaga,arriveddate,Arrived,1,Discharge,TR,ALI,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9645023&vessel=&poi=&startdate=2017-05-29 00:00:00&enddate=2017-06-08 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,VF TANKER-13,9645023,6/3/2017,7/7/2017,7/7/2017,GS011,Naphtha,5533,MT,Aliaga,arriveddate,Arrived,1,Discharge,TR,ALI,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9645023&vessel=&poi=&startdate=2017-05-29 00:00:00&enddate=2017-06-08 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,ELSA ESSBERGER,9481001,4/22/2017,7/26/2017,7/26/2017,GS013,Pygas,4693,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9481001&vessel=&poi=&startdate=2017-04-17 00:00:00&enddate=2017-04-27 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,ELSA ESSBERGER,9481001,4/22/2017,6/6/2017,6/6/2017,GS013,Pygas,4693,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9481001&vessel=&poi=&startdate=2017-04-17 00:00:00&enddate=2017-04-27 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,ELSA ESSBERGER,9481001,4/22/2017,6/17/2017,6/17/2017,GS013,Pygas,4693,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9481001&vessel=&poi=&startdate=2017-04-17 00:00:00&enddate=2017-04-27 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,FURE NORD,9271884,3/17/2017,6/6/2017,6/6/2017,GS051,Light Hydro Crackate,4543,MT,Amsterdam,arriveddate,Arrived,1,Discharge,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9271884&vessel=&poi=&startdate=2017-03-12 00:00:00&enddate=2017-03-22 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,FURE NORD,9271884,3/17/2017,7/26/2017,7/26/2017,GS051,Light Hydro Crackate,4543,MT,Amsterdam,arriveddate,Arrived,1,Discharge,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9271884&vessel=&poi=&startdate=2017-03-12 00:00:00&enddate=2017-03-22 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,FURE NORD,9271884,3/17/2017,6/17/2017,6/17/2017,GS051,Light Hydro Crackate,4543,MT,Amsterdam,arriveddate,Arrived,1,Discharge,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9271884&vessel=&poi=&startdate=2017-03-12 00:00:00&enddate=2017-03-22 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,PACIFIC,9308900,12/30/2016,3/30/2017,3/30/2017,GS013,Pygas,3099,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9308900&vessel=&poi=&startdate=2016-12-25 00:00:00&enddate=2017-01-04 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,PACIFIC,9308900,12/30/2016,7/26/2017,7/26/2017,GS013,Pygas,3099,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9308900&vessel=&poi=&startdate=2016-12-25 00:00:00&enddate=2017-01-04 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,PACIFIC,9308900,12/30/2016,6/17/2017,6/17/2017,GS013,Pygas,3099,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9308900&vessel=&poi=&startdate=2016-12-25 00:00:00&enddate=2017-01-04 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,NAVIGATOR CERES,9704518,6/6/2017,6/17/2017,6/17/2017,GS049,Raffinate,2999,MT,Terneuzen,arriveddate,Arrived,1,Load,NL,TNZ,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9704518&vessel=&poi=&startdate=2017-06-01 00:00:00&enddate=2017-06-11 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,NAVIGATOR CERES,9704518,6/6/2017,7/26/2017,7/26/2017,GS049,Raffinate,2999,MT,Terneuzen,arriveddate,Arrived,1,Load,NL,TNZ,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9704518&vessel=&poi=&startdate=2017-06-01 00:00:00&enddate=2017-06-11 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,HANNE THERESA,9246918,2/19/2017,7/26/2017,7/26/2017,GS009,Ethanol Blend,2967,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9246918&vessel=&poi=&startdate=2017-02-14 00:00:00&enddate=2017-02-24 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,HANNE THERESA,9246918,2/19/2017,6/17/2017,6/17/2017,GS009,Ethanol Blend,2967,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9246918&vessel=&poi=&startdate=2017-02-14 00:00:00&enddate=2017-02-24 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,HANNE THERESA,9246918,2/19/2017,3/30/2017,3/30/2017,GS009,Ethanol Blend,2967,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9246918&vessel=&poi=&startdate=2017-02-14 00:00:00&enddate=2017-02-24 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,STELLA ORION,9265251,4/26/2017,6/17/2017,6/17/2017,AA102,Bitumen 40/60,2720,MT,Belfast,arriveddate,Arrived,1,Discharge,GB,BEL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9265251&vessel=&poi=&startdate=2017-04-21 00:00:00&enddate=2017-05-01 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,STELLA ORION,9265251,4/26/2017,7/26/2017,7/26/2017,AA102,Bitumen 40/60,2720,MT,Belfast,arriveddate,Arrived,1,Discharge,GB,BEL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9265251&vessel=&poi=&startdate=2017-04-21 00:00:00&enddate=2017-05-01 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,STELLA ORION,9265251,4/26/2017,6/6/2017,6/6/2017,AA102,Bitumen 40/60,2720,MT,Belfast,arriveddate,Arrived,1,Discharge,GB,BEL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9265251&vessel=&poi=&startdate=2017-04-21 00:00:00&enddate=2017-05-01 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,WESTSTELLINGWERF,13947,1/13/2017,3/30/2017,3/30/2017,GS028,Blend Component,2702,MT,Antwerp,arriveddate,Arrived,1,Load,BE,ANR,,,,,gs101,,manual modification,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=13947&vessel=&poi=&startdate=2017-01-08 00:00:00&enddate=2017-01-18 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,WESTSTELLINGWERF,13947,1/13/2017,6/17/2017,6/17/2017,GS028,Blend Component,2702,MT,Antwerp,arriveddate,Arrived,1,Load,BE,ANR,,,,,gs101,,manual modification,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=13947&vessel=&poi=&startdate=2017-01-08 00:00:00&enddate=2017-01-18 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,WESTSTELLINGWERF,13947,1/13/2017,7/26/2017,7/26/2017,GS028,Blend Component,2702,MT,Antwerp,arriveddate,Arrived,1,Load,BE,ANR,,,,,gs101,,manual modification,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=13947&vessel=&poi=&startdate=2017-01-08 00:00:00&enddate=2017-01-18 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,ISTOROMI,9322372,2/21/2017,6/17/2017,6/17/2017,GS010,Methyl Tert-Butyl Ether (MTBE),2624,MT,Antwerp,arriveddate,Arrived,1,Load,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9322372&vessel=&poi=&startdate=2017-02-16 00:00:00&enddate=2017-02-26 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,ISTOROMI,9322372,2/21/2017,3/30/2017,3/30/2017,GS010,Methyl Tert-Butyl Ether (MTBE),2624,MT,Antwerp,arriveddate,Arrived,1,Load,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9322372&vessel=&poi=&startdate=2017-02-16 00:00:00&enddate=2017-02-26 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,ISTOROMI,9322372,2/21/2017,7/26/2017,7/26/2017,GS010,Methyl Tert-Butyl Ether (MTBE),2624,MT,Antwerp,arriveddate,Arrived,1,Load,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9322372&vessel=&poi=&startdate=2017-02-16 00:00:00&enddate=2017-02-26 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,STELLA WEGA,9136113,5/25/2017,7/26/2017,7/26/2017,AA102,Bitumen 40/60,2521,MT,Belfast,arriveddate,Arrived,1,Discharge,GB,BEL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9136113&vessel=&poi=&startdate=2017-05-20 00:00:00&enddate=2017-05-30 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,STELLA WEGA,9136113,5/25/2017,6/6/2017,6/6/2017,AA102,Bitumen 40/60,2521,MT,Belfast,arriveddate,Arrived,1,Discharge,GB,BEL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9136113&vessel=&poi=&startdate=2017-05-20 00:00:00&enddate=2017-05-30 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,STELLA WEGA,9136113,5/25/2017,6/17/2017,6/17/2017,AA102,Bitumen 40/60,2521,MT,Belfast,arriveddate,Arrived,1,Discharge,GB,BEL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9136113&vessel=&poi=&startdate=2017-05-20 00:00:00&enddate=2017-05-30 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,ARDEA,9503902,6/24/2017,7/6/2017,7/6/2017,AA102,Bitumen 40/60,2515,MT,Teesport,arriveddate,Arrived,1,Discharge,GB,TEE,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9503902&vessel=&poi=&startdate=2017-06-19 00:00:00&enddate=2017-06-29 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,ARDEA,9503902,6/24/2017,7/26/2017,7/26/2017,AA102,Bitumen 40/60,2515,MT,Teesport,arriveddate,Arrived,1,Discharge,GB,TEE,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9503902&vessel=&poi=&startdate=2017-06-19 00:00:00&enddate=2017-06-29 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,WESTSTELLINGWERF,13947,1/12/2017,7/26/2017,7/26/2017,GS011,Naphtha,2365,MT,Antwerp,bertheddate,Berthed,2,Discharge,BE,ANR,,,,,gs101,,manual modification,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=13947&vessel=&poi=&startdate=2017-01-07 00:00:00&enddate=2017-01-17 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,WESTSTELLINGWERF,13947,1/12/2017,6/17/2017,6/17/2017,GS011,Naphtha,2365,MT,Antwerp,bertheddate,Berthed,2,Discharge,BE,ANR,,,,,gs101,,manual modification,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=13947&vessel=&poi=&startdate=2017-01-07 00:00:00&enddate=2017-01-17 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,WESTSTELLINGWERF,13947,1/12/2017,3/30/2017,3/30/2017,GS011,Naphtha,2365,MT,Antwerp,bertheddate,Berthed,2,Discharge,BE,ANR,,,,,gs101,,manual modification,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=13947&vessel=&poi=&startdate=2017-01-07 00:00:00&enddate=2017-01-17 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,PANDION,9256420,2/26/2017,7/26/2017,7/26/2017,AA102,Bitumen 40/60,2201,MT,Teesport,arriveddate,Arrived,1,Discharge,GB,TEE,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9256420&vessel=&poi=&startdate=2017-02-21 00:00:00&enddate=2017-03-03 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,PANDION,9256420,2/26/2017,6/17/2017,6/17/2017,AA102,Bitumen 40/60,2201,MT,Teesport,arriveddate,Arrived,1,Discharge,GB,TEE,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9256420&vessel=&poi=&startdate=2017-02-21 00:00:00&enddate=2017-03-03 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,PANDION,9256420,2/26/2017,3/30/2017,3/30/2017,AA102,Bitumen 40/60,2201,MT,Teesport,arriveddate,Arrived,1,Discharge,GB,TEE,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9256420&vessel=&poi=&startdate=2017-02-21 00:00:00&enddate=2017-03-03 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,STELLA WEGA,9136113,5/23/2017,6/17/2017,6/17/2017,AA102,Bitumen 40/60,2182,MT,Ellesmere Port,arriveddate,Arrived,1,Load,GB,ELL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9136113&vessel=&poi=&startdate=2017-05-18 00:00:00&enddate=2017-05-28 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,STELLA WEGA,9136113,5/23/2017,6/6/2017,6/6/2017,AA102,Bitumen 40/60,2182,MT,Ellesmere Port,arriveddate,Arrived,1,Load,GB,ELL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9136113&vessel=&poi=&startdate=2017-05-18 00:00:00&enddate=2017-05-28 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,STELLA WEGA,9136113,5/23/2017,7/26/2017,7/26/2017,AA102,Bitumen 40/60,2182,MT,Ellesmere Port,arriveddate,Arrived,1,Load,GB,ELL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9136113&vessel=&poi=&startdate=2017-05-18 00:00:00&enddate=2017-05-28 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,MERGUS,9503914,1/9/2017,6/17/2017,6/17/2017,AA102,Bitumen 160/220,2104,MT,Teesport,arriveddate,Arrived,1,Discharge,GB,TEE,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9503914&vessel=&poi=&startdate=2017-01-04 00:00:00&enddate=2017-01-14 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,MERGUS,9503914,1/9/2017,7/26/2017,7/26/2017,AA102,Bitumen 160/220,2104,MT,Teesport,arriveddate,Arrived,1,Discharge,GB,TEE,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9503914&vessel=&poi=&startdate=2017-01-04 00:00:00&enddate=2017-01-14 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,MERGUS,9503914,1/9/2017,3/30/2017,3/30/2017,AA102,Bitumen 160/220,2104,MT,Teesport,arriveddate,Arrived,1,Discharge,GB,TEE,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9503914&vessel=&poi=&startdate=2017-01-04 00:00:00&enddate=2017-01-14 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,COOLWATER,9377949,5/22/2017,6/17/2017,6/17/2017,GS004,Benzene,2100,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9377949&vessel=&poi=&startdate=2017-05-17 00:00:00&enddate=2017-05-27 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,COOLWATER,9377949,5/22/2017,7/26/2017,7/26/2017,GS004,Benzene,2100,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9377949&vessel=&poi=&startdate=2017-05-17 00:00:00&enddate=2017-05-27 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,COOLWATER,9377949,5/22/2017,6/6/2017,6/6/2017,GS004,Benzene,2100,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9377949&vessel=&poi=&startdate=2017-05-17 00:00:00&enddate=2017-05-27 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,FELLOWSHIP,9468334,3/22/2017,6/17/2017,6/17/2017,GS010,MTBE,2096,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9468334&vessel=&poi=&startdate=2017-03-17 00:00:00&enddate=2017-03-27 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,FELLOWSHIP,9468334,3/22/2017,7/26/2017,7/26/2017,GS010,MTBE,2096,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9468334&vessel=&poi=&startdate=2017-03-17 00:00:00&enddate=2017-03-27 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,FELLOWSHIP,9468334,3/22/2017,3/30/2017,3/30/2017,GS010,MTBE,2096,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9468334&vessel=&poi=&startdate=2017-03-17 00:00:00&enddate=2017-03-27 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,PUCCINI,9156993,6/20/2017,7/7/2017,7/7/2017,GS031,RBOB (Reformulated Gasoline BOB),1900,MT,Amsterdam,arriveddate,Arrived,1,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9156993&vessel=&poi=&startdate=2017-06-15 00:00:00&enddate=2017-06-25 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,PUCCINI,9156993,6/20/2017,7/26/2017,7/26/2017,GS031,RBOB (Reformulated Gasoline BOB),1900,MT,Amsterdam,arriveddate,Arrived,1,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9156993&vessel=&poi=&startdate=2017-06-15 00:00:00&enddate=2017-06-25 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,ADMIRAL,9234616,3/27/2017,6/6/2017,6/6/2017,GS019,Eurobob,1897,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,manual modification,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9234616&vessel=&poi=&startdate=2017-03-22 00:00:00&enddate=2017-04-01 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,ADMIRAL,9234616,3/27/2017,6/17/2017,6/17/2017,GS019,Eurobob,1897,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,manual modification,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9234616&vessel=&poi=&startdate=2017-03-22 00:00:00&enddate=2017-04-01 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,ADMIRAL,9234616,3/27/2017,7/26/2017,7/26/2017,GS019,Eurobob,1897,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,manual modification,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9234616&vessel=&poi=&startdate=2017-03-22 00:00:00&enddate=2017-04-01 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,PUCCINI,9156993,6/26/2017,7/6/2017,7/6/2017,GS019,Eurobob,1862,MT,Amsterdam,arriveddate,Arrived,1,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9156993&vessel=&poi=&startdate=2017-06-21 00:00:00&enddate=2017-07-01 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,PUCCINI,9156993,6/26/2017,7/26/2017,7/26/2017,GS019,Eurobob,1862,MT,Amsterdam,arriveddate,Arrived,1,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9156993&vessel=&poi=&startdate=2017-06-21 00:00:00&enddate=2017-07-01 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
ARRIVAL: most recent arrival between 10 and 60 days,but with other arrivals in between,PUCCINI,9156993,6/20/2017,7/6/2017,7/6/2017,GS019,Eurobob,1854,MT,Amsterdam,arriveddate,Arrived,1,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9156993&vessel=&poi=&startdate=2017-06-15 00:00:00&enddate=2017-06-25 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0
