reason,,vessel,imo,operation_date,report_date,archive_time,grade,grade_raw,quantity,unit,port,operation_raw,operation,rank_operation,direction,lo_country_code,lo_city_code,,charterer,supplier,receiver,source_file,source_sheet,source_imo,min_dist,bargolink
ARRIVAL: no arrival match,BITLAND,9133599,7/23/2017,7/26/2017,7/26/2017,AA102,Bitumen 40/60,3844,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9133599&vessel=&poi=&startdate=2017-07-18 00:00:00&enddate=2017-07-28 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STELLA ORION,9265251,4/6/2017,6/17/2017,6/17/2017,AA102,Bitumen 35/50,3799,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9265251&vessel=&poi=&startdate=2017-04-01 00:00:00&enddate=2017-04-11 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STELLA ORION,9265251,4/6/2017,6/6/2017,6/6/2017,AA102,Bitumen 35/50,3799,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9265251&vessel=&poi=&startdate=2017-04-01 00:00:00&enddate=2017-04-11 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STELLA ORION,9265251,4/6/2017,7/26/2017,7/26/2017,AA102,Bitumen 35/50,3799,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9265251&vessel=&poi=&startdate=2017-04-01 00:00:00&enddate=2017-04-11 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,BITFJORD,9753844,5/26/2017,6/17/2017,6/17/2017,AA102,Bitumen 40/60,3796,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9753844&vessel=&poi=&startdate=2017-05-21 00:00:00&enddate=2017-05-31 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,BITFJORD,9753844,5/26/2017,7/26/2017,7/26/2017,AA102,Bitumen 40/60,3796,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9753844&vessel=&poi=&startdate=2017-05-21 00:00:00&enddate=2017-05-31 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,SENSATION,13955,1/30/2017,6/17/2017,6/17/2017,GS061,Toluene/Xylene Mix,3796,MT,Antwerp,arriveddate,Arrived,1,Load,BE,ANR,,,,,gs101,,manual modification,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=13955&vessel=&poi=&startdate=2017-01-25 00:00:00&enddate=2017-02-04 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,SENSATION,13955,1/30/2017,6/6/2017,6/6/2017,GS061,Toluene/Xylene Mix,3796,MT,Antwerp,arriveddate,Arrived,1,Load,BE,ANR,,,,,gs101,,manual modification,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=13955&vessel=&poi=&startdate=2017-01-25 00:00:00&enddate=2017-02-04 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,SENSATION,13955,1/30/2017,7/26/2017,7/26/2017,GS061,Toluene/Xylene Mix,3796,MT,Antwerp,arriveddate,Arrived,1,Load,BE,ANR,,,,,gs101,,manual modification,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=13955&vessel=&poi=&startdate=2017-01-25 00:00:00&enddate=2017-02-04 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STELLA ORION,9265251,3/10/2017,3/30/2017,3/30/2017,AA102,Bitumen 40/60,3792,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9265251&vessel=&poi=&startdate=2017-03-05 00:00:00&enddate=2017-03-15 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STELLA ORION,9265251,3/10/2017,6/17/2017,6/17/2017,AA102,Bitumen 40/60,3792,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9265251&vessel=&poi=&startdate=2017-03-05 00:00:00&enddate=2017-03-15 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STELLA ORION,9265251,3/10/2017,7/26/2017,7/26/2017,AA102,Bitumen 40/60,3792,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9265251&vessel=&poi=&startdate=2017-03-05 00:00:00&enddate=2017-03-15 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STELLA VIRGO,9265249,2/18/2017,7/26/2017,7/26/2017,AA102,Bitumen 40/60,3787,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9265249&vessel=&poi=&startdate=2017-02-13 00:00:00&enddate=2017-02-23 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STELLA VIRGO,9265249,2/18/2017,3/30/2017,3/30/2017,AA102,Bitumen 40/60,3787,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9265249&vessel=&poi=&startdate=2017-02-13 00:00:00&enddate=2017-02-23 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STELLA VIRGO,9265249,2/18/2017,6/17/2017,6/17/2017,AA102,Bitumen 40/60,3787,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9265249&vessel=&poi=&startdate=2017-02-13 00:00:00&enddate=2017-02-23 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STELLA WEGA,9136113,7/6/2017,7/13/2017,7/13/2017,AA102,Bitumen 40/60,3781,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9136113&vessel=&poi=&startdate=2017-07-01 00:00:00&enddate=2017-07-11 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STELLA WEGA,9136113,7/6/2017,7/26/2017,7/26/2017,AA102,Bitumen 40/60,3781,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9136113&vessel=&poi=&startdate=2017-07-01 00:00:00&enddate=2017-07-11 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,THEODORA,9005338,5/20/2017,7/26/2017,7/26/2017,AA102,Bitumen 40/60,3780,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9005338&vessel=&poi=&startdate=2017-05-15 00:00:00&enddate=2017-05-25 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,THEODORA,9005338,5/20/2017,6/17/2017,6/17/2017,AA102,Bitumen 40/60,3780,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9005338&vessel=&poi=&startdate=2017-05-15 00:00:00&enddate=2017-05-25 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,THEODORA,9005338,5/20/2017,6/6/2017,6/6/2017,AA102,Bitumen 40/60,3780,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9005338&vessel=&poi=&startdate=2017-05-15 00:00:00&enddate=2017-05-25 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,BITFLOWER,9263930,7/6/2017,7/13/2017,7/13/2017,AA102,Bitumen 160/220,3753,MT,Ellesmere Port,arriveddate,Arrived,1,Load,GB,ELL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9263930&vessel=&poi=&startdate=2017-07-01 00:00:00&enddate=2017-07-11 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,BITFLOWER,9263930,7/6/2017,7/26/2017,7/26/2017,AA102,Bitumen 160/220,3753,MT,Ellesmere Port,arriveddate,Arrived,1,Load,GB,ELL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9263930&vessel=&poi=&startdate=2017-07-01 00:00:00&enddate=2017-07-11 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STELLA WEGA,9136113,5/10/2017,7/26/2017,7/26/2017,AA102,Bitumen 40/60,3744,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9136113&vessel=&poi=&startdate=2017-05-05 00:00:00&enddate=2017-05-15 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STELLA WEGA,9136113,5/10/2017,6/17/2017,6/17/2017,AA102,Bitumen 40/60,3744,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9136113&vessel=&poi=&startdate=2017-05-05 00:00:00&enddate=2017-05-15 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STELLA WEGA,9136113,5/1/2017,6/17/2017,6/17/2017,AA102,Bitumen 40/60,3744,MT,Rotterdam,bertheddate,Berthed,2,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9136113&vessel=&poi=&startdate=2017-04-26 00:00:00&enddate=2017-05-06 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STELLA WEGA,9136113,5/1/2017,7/26/2017,7/26/2017,AA102,Bitumen 40/60,3744,MT,Rotterdam,bertheddate,Berthed,2,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9136113&vessel=&poi=&startdate=2017-04-26 00:00:00&enddate=2017-05-06 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,VANCOUVER,9373955,3/2/2017,3/30/2017,3/30/2017,GS051,Splitter Bottoms,3730,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9373955&vessel=&poi=&startdate=2017-02-25 00:00:00&enddate=2017-03-07 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,VANCOUVER,9373955,3/2/2017,6/17/2017,6/17/2017,GS051,Splitter Bottoms,3730,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9373955&vessel=&poi=&startdate=2017-02-25 00:00:00&enddate=2017-03-07 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,VANCOUVER,9373955,3/2/2017,7/26/2017,7/26/2017,GS051,Splitter Bottoms,3730,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9373955&vessel=&poi=&startdate=2017-02-25 00:00:00&enddate=2017-03-07 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,BITFLOWER,9263930,7/6/2017,7/13/2017,7/13/2017,AA102,Bitumen 160/220,3695,MT,Ellesmere Port,arriveddate,Arrived,1,Load,GB,ELL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9263930&vessel=&poi=&startdate=2017-07-01 00:00:00&enddate=2017-07-11 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,BITFLOWER,9263930,7/6/2017,7/26/2017,7/26/2017,AA102,Bitumen 160/220,3695,MT,Ellesmere Port,arriveddate,Arrived,1,Load,GB,ELL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9263930&vessel=&poi=&startdate=2017-07-01 00:00:00&enddate=2017-07-11 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,BITFLOWER,9263930,7/6/2017,7/11/2017,7/11/2017,AA102,Bitumen 160/220,3695,MT,Ellesmere Port,arriveddate,Arrived,1,Load,GB,ELL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9263930&vessel=&poi=&startdate=2017-07-01 00:00:00&enddate=2017-07-11 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,VANCOUVER,9373955,2/10/2017,6/17/2017,6/17/2017,GS051,Splitter Bottoms,3692,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9373955&vessel=&poi=&startdate=2017-02-05 00:00:00&enddate=2017-02-15 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,VANCOUVER,9373955,2/10/2017,3/30/2017,3/30/2017,GS051,Splitter Bottoms,3692,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9373955&vessel=&poi=&startdate=2017-02-05 00:00:00&enddate=2017-02-15 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,VANCOUVER,9373955,2/10/2017,7/26/2017,7/26/2017,GS051,Splitter Bottoms,3692,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9373955&vessel=&poi=&startdate=2017-02-05 00:00:00&enddate=2017-02-15 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,VANCOUVER,9373955,2/6/2017,6/17/2017,6/17/2017,GS051,Splitter Bottoms,3662,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9373955&vessel=&poi=&startdate=2017-02-01 00:00:00&enddate=2017-02-11 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,VANCOUVER,9373955,2/6/2017,3/30/2017,3/30/2017,GS051,Splitter Bottoms,3662,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9373955&vessel=&poi=&startdate=2017-02-01 00:00:00&enddate=2017-02-11 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,VANCOUVER,9373955,2/6/2017,7/26/2017,7/26/2017,GS051,Splitter Bottoms,3662,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9373955&vessel=&poi=&startdate=2017-02-01 00:00:00&enddate=2017-02-11 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,VANCOUVER,9373955,4/22/2017,6/6/2017,6/6/2017,GS051,Splitter Bottoms,3658,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9373955&vessel=&poi=&startdate=2017-04-17 00:00:00&enddate=2017-04-27 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,VANCOUVER,9373955,4/22/2017,7/26/2017,7/26/2017,GS051,Splitter Bottoms,3658,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9373955&vessel=&poi=&startdate=2017-04-17 00:00:00&enddate=2017-04-27 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,VANCOUVER,9373955,4/22/2017,6/17/2017,6/17/2017,GS051,Splitter Bottoms,3658,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9373955&vessel=&poi=&startdate=2017-04-17 00:00:00&enddate=2017-04-27 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,VANCOUVER,9373955,1/17/2017,7/26/2017,7/26/2017,GS051,Splitter Bottoms,3657,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9373955&vessel=&poi=&startdate=2017-01-12 00:00:00&enddate=2017-01-22 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,VANCOUVER,9373955,1/17/2017,6/17/2017,6/17/2017,GS051,Splitter Bottoms,3657,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9373955&vessel=&poi=&startdate=2017-01-12 00:00:00&enddate=2017-01-22 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,VANCOUVER,9373955,1/17/2017,3/30/2017,3/30/2017,GS051,Splitter Bottoms,3657,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9373955&vessel=&poi=&startdate=2017-01-12 00:00:00&enddate=2017-01-22 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STELLA WEGA,9136113,6/28/2017,7/26/2017,7/26/2017,AA102,Bitumen 40/60,3590,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9136113&vessel=&poi=&startdate=2017-06-23 00:00:00&enddate=2017-07-03 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STELLA WEGA,9136113,6/28/2017,7/6/2017,7/6/2017,AA102,Bitumen 40/60,3590,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9136113&vessel=&poi=&startdate=2017-06-23 00:00:00&enddate=2017-07-03 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STELLA VIRGO,9265249,1/6/2017,7/26/2017,7/26/2017,AA102,Bitumen 35/50,3319,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9265249&vessel=&poi=&startdate=2017-01-01 00:00:00&enddate=2017-01-11 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STELLA VIRGO,9265249,1/6/2017,3/30/2017,3/30/2017,AA102,Bitumen 35/50,3319,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9265249&vessel=&poi=&startdate=2017-01-01 00:00:00&enddate=2017-01-11 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,STELLA VIRGO,9265249,1/6/2017,6/17/2017,6/17/2017,AA102,Bitumen 35/50,3319,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9265249&vessel=&poi=&startdate=2017-01-01 00:00:00&enddate=2017-01-11 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,ATHLOS,9700483,7/12/2017,7/19/2017,7/19/2017,GS019,Unleaded Gasoline 95 RON,3202,MT,Aspropyrgos,arriveddate,Arrived,1,Load,GR,ASS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9700483&vessel=&poi=&startdate=2017-07-07 00:00:00&enddate=2017-07-17 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,ATHLOS,9700483,7/12/2017,7/26/2017,7/26/2017,GS019,Unleaded Gasoline 95 RON,3202,MT,Aspropyrgos,arriveddate,Arrived,1,Load,GR,ASS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9700483&vessel=&poi=&startdate=2017-07-07 00:00:00&enddate=2017-07-17 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,BITFLOWER,9263930,7/26/2017,8/1/2017,8/1/2017,AA102,Bitumen 40/60,3199,MT,Belfast,arriveddate,Arrived,1,Discharge,GB,BEL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9263930&vessel=&poi=&startdate=2017-07-21 00:00:00&enddate=2017-07-31 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,BITFLOWER,9263930,7/24/2017,7/31/2017,7/31/2017,AA102,Bitumen 40/60,3199,MT,Ellesmere Port,arriveddate,Arrived,1,Load,GB,ELL,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9263930&vessel=&poi=&startdate=2017-07-19 00:00:00&enddate=2017-07-29 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,THEODORA,9005338,6/8/2017,7/6/2017,7/6/2017,AA102,Bitumen 40/60,3187,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9005338&vessel=&poi=&startdate=2017-06-03 00:00:00&enddate=2017-06-13 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,THEODORA,9005338,6/8/2017,7/26/2017,7/26/2017,AA102,Bitumen 40/60,3187,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9005338&vessel=&poi=&startdate=2017-06-03 00:00:00&enddate=2017-06-13 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,VANCOUVER,9373955,3/14/2017,7/26/2017,7/26/2017,GS051,Splitter Bottoms,3100,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9373955&vessel=&poi=&startdate=2017-03-09 00:00:00&enddate=2017-03-19 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,VANCOUVER,9373955,3/14/2017,3/30/2017,3/30/2017,GS051,Splitter Bottoms,3100,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9373955&vessel=&poi=&startdate=2017-03-09 00:00:00&enddate=2017-03-19 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,VANCOUVER,9373955,3/14/2017,6/17/2017,6/17/2017,GS051,Splitter Bottoms,3100,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9373955&vessel=&poi=&startdate=2017-03-09 00:00:00&enddate=2017-03-19 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,COMPAAN,9479022,2/12/2017,6/17/2017,6/17/2017,GS014,Reformate,3034,MT,Amsterdam,arriveddate,Arrived,1,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9479022&vessel=&poi=&startdate=2017-02-07 00:00:00&enddate=2017-02-17 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,COMPAAN,9479022,2/12/2017,3/30/2017,3/30/2017,GS014,Reformate,3034,MT,Amsterdam,arriveddate,Arrived,1,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9479022&vessel=&poi=&startdate=2017-02-07 00:00:00&enddate=2017-02-17 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,COMPAAN,9479022,2/12/2017,7/26/2017,7/26/2017,GS014,Reformate,3034,MT,Amsterdam,arriveddate,Arrived,1,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9479022&vessel=&poi=&startdate=2017-02-07 00:00:00&enddate=2017-02-17 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,VANCOUVER,9373955,1/21/2017,3/30/2017,3/30/2017,GS051,Splitter Bottoms,3002,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9373955&vessel=&poi=&startdate=2017-01-16 00:00:00&enddate=2017-01-26 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
ARRIVAL: no arrival match,VANCOUVER,9373955,1/21/2017,7/26/2017,7/26/2017,GS051,Splitter Bottoms,3002,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9373955&vessel=&poi=&startdate=2017-01-16 00:00:00&enddate=2017-01-26 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
