reason,vessel,imo,operation_date,report_date,archive_time,grade,grade_raw,quantity,unit,port,operation_raw,operation,rank_operation,direction,lo_country_code,lo_city_code,charterer,supplier,receiver,source_file,source_sheet,source_imo,min_dist,bargo,Notes
ARRIVAL: no arrival match,LADY HILDE,9172129,2017-07-21,2017-08-08,2017-08-08,GS049,Raffinate-1,1500,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR ,,,,gs101,,source file,,http://bargomatic2.compressedtime.com/bargomatic/map2.php?fitbounds=1&catchall=9172129&startdate=2017-07-10&enddate=2017-08-01,
ARRIVAL: no arrival match,JUSTINE,9253454,2017-02-02,2017-08-08,2017-08-08,GS009,Ethanol Blend,1485,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM ,,,,gs101,,source file,,http://bargomatic2.compressedtime.com/bargomatic/map2.php?fitbounds=1&catchall=9253454&startdate=2017-01-22&enddate=2017-02-13,
ARRIVAL: no arrival match,SAVONA,9533311,2017-08-05,2017-08-11,2017-08-11,MD013,Jet A1,1435,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM ,,,,gs101,,source file,,http://bargomatic2.compressedtime.com/bargomatic/map2.php?fitbounds=1&catchall=9533311&startdate=2017-07-25&enddate=2017-08-16,
ARRIVAL: no arrival match,MALMO,9373242,2017-04-21,2017-08-08,2017-08-08,MD004,ULSD,1413,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM ,,,,gs101,,source file,,http://bargomatic2.compressedtime.com/bargomatic/map2.php?fitbounds=1&catchall=9373242&startdate=2017-04-10&enddate=2017-05-02,
ARRIVAL: no arrival match,ANNA,9566796,2017-02-17,2017-08-08,2017-08-08,MD004,ULSD,1398,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM ,,,,gs101,,source file,,http://bargomatic2.compressedtime.com/bargomatic/map2.php?fitbounds=1&catchall=9566796&startdate=2017-02-06&enddate=2017-02-28,
ARRIVAL: no arrival match,MALMO,9373242,2017-04-10,2017-08-08,2017-08-08,MD004,ULSD,1383,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM ,,,,gs101,,source file,,http://bargomatic2.compressedtime.com/bargomatic/map2.php?fitbounds=1&catchall=9373242&startdate=2017-03-30&enddate=2017-04-21,
ARRIVAL: no arrival match,LENA,9538854,2017-07-10,2017-08-08,2017-08-08,MD008,Heavy Coker Gas Oil,1226,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM ,,,,gs101,,source file,,http://bargomatic2.compressedtime.com/bargomatic/map2.php?fitbounds=1&catchall=9538854&startdate=2017-06-29&enddate=2017-07-21,
ARRIVAL: no arrival match,SOPHIA,6918091,2017-02-17,2017-08-08,2017-08-08,GS011,Naphtha,1181,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM ,,,,gs101,,source file,,http://bargomatic2.compressedtime.com/bargomatic/map2.php?fitbounds=1&catchall=6918091&startdate=2017-02-06&enddate=2017-02-28,
ARRIVAL: no arrival match,VIDI,9549736,2017-06-24,2017-08-08,2017-08-08,MD020,Low Sulphur Gas Oil,1181,MT,Antwerp,arriveddate,Arrived,1,Load,BE,ANR ,,,,gs101,,source file,,http://bargomatic2.compressedtime.com/bargomatic/map2.php?fitbounds=1&catchall=9549736&startdate=2017-06-13&enddate=2017-07-05,
ARRIVAL: no arrival match,ARGO,9187667,2017-02-17,2017-08-08,2017-08-08,GS013,Pygas,1125,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR ,,,,gs101,,source file,,http://bargomatic2.compressedtime.com/bargomatic/map2.php?fitbounds=1&catchall=9187667&startdate=2017-02-06&enddate=2017-02-28,
ARRIVAL: no arrival match,RIVER PRIDE,9323986,2017-04-21,2017-08-08,2017-08-08,GS009,Ethanol,1105,MT,Antwerp,arriveddate,Arrived,1,Load,BE,ANR ,,,,gs101,,source file,,http://bargomatic2.compressedtime.com/bargomatic/map2.php?fitbounds=1&catchall=9323986&startdate=2017-04-10&enddate=2017-05-02,
ARRIVAL: no arrival match,PLUTO,8404020,2017-06-26,2017-08-08,2017-08-08,GS009,Ethanol Blend,1104,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM ,,,,gs101,,source file,,http://bargomatic2.compressedtime.com/bargomatic/map2.php?fitbounds=1&catchall=8404020&startdate=2017-06-15&enddate=2017-07-07,
ARRIVAL: no arrival match,PLUTO,8404020,2017-02-25,2017-08-08,2017-08-08,GS011,"Gasoline + Blending Components, C9",1100,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR ,,,,gs101,,source file,,http://bargomatic2.compressedtime.com/bargomatic/map2.php?fitbounds=1&catchall=8404020&startdate=2017-02-14&enddate=2017-03-08,
ARRIVAL: no arrival match,RIVA,9576208,2017-06-20,2017-08-08,2017-08-08,GS009,Ethanol,1055,MT,Ghent,arriveddate,Arrived,1,Load,BE,GNE ,,,,gs101,,manual modification,,http://bargomatic2.compressedtime.com/bargomatic/map2.php?fitbounds=1&catchall=9576208&startdate=2017-06-09&enddate=2017-07-01,
ARRIVAL: no arrival match,ADMIRAL,9234616,2017-05-30,2017-08-08,2017-08-08,MD003,Diesel,1051,MT,Antwerp,arriveddate,Arrived,1,Load,BE,ANR ,,,,gs101,,manual modification,,http://bargomatic2.compressedtime.com/bargomatic/map2.php?fitbounds=1&catchall=9234616&startdate=2017-05-19&enddate=2017-06-10,
ARRIVAL: no arrival match,ENJOY,9471329,2017-04-02,2017-08-08,2017-08-08,GS010,MTBE,1047,MT,Amsterdam,arriveddate,Arrived,1,Load,NL,AMS ,,,,gs101,,source file,,http://bargomatic2.compressedtime.com/bargomatic/map2.php?fitbounds=1&catchall=9471329&startdate=2017-03-22&enddate=2017-04-13,
ARRIVAL: no arrival match,EVIAPETROL III,9505754,2017-04-24,2017-08-08,2017-08-08,BF005,FATTY ACID METHYL ESTER (FAME),1043,MT,Aspropyrgos,arriveddate,Arrived,1,Discharge,GR,ASS ,,,,gs101,,source file,,http://bargomatic2.compressedtime.com/bargomatic/map2.php?fitbounds=1&catchall=9505754&startdate=2017-04-13&enddate=2017-05-05,
ARRIVAL: no arrival match,FELLOWSHIP,9437971,2017-01-29,2017-08-08,2017-08-08,GS009,Ethanol Blend,1000,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM ,,,,gs101,,source file,,http://bargomatic2.compressedtime.com/bargomatic/map2.php?fitbounds=1&catchall=9437971&startdate=2017-01-18&enddate=2017-02-09,
ARRIVAL: no arrival match,ADMIRAL,9234616,2017-03-06,2017-08-08,2017-08-08,BF002,Biodiesel,999,MT,Ghent,arriveddate,Arrived,1,Load,BE,GNE ,,,,gs101,,manual modification,,http://bargomatic2.compressedtime.com/bargomatic/map2.php?fitbounds=1&catchall=9234616&startdate=2017-02-23&enddate=2017-03-17,
ARRIVAL: no arrival match,EVIAPETROL III,9505754,2017-04-23,2017-08-08,2017-08-08,BF005,FATTY ACID METHYL ESTER (FAME),969,MT,Thessaloniki,arriveddate,Arrived,1,Discharge,GR,SKG ,,,,gs101,,source file,,http://bargomatic2.compressedtime.com/bargomatic/map2.php?fitbounds=1&catchall=9505754&startdate=2017-04-12&enddate=2017-05-04,
ARRIVAL: no arrival match,AEGIR,9308261,2017-03-09,2017-08-08,2017-08-08,GS009,Bioethanol,950,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM ,,,,gs101,,manual modification,,http://bargomatic2.compressedtime.com/bargomatic/map2.php?fitbounds=1&catchall=9308261&startdate=2017-02-26&enddate=2017-03-20,
ARRIVAL: no arrival match,LIBERTY,5427007,2017-04-01,2017-08-08,2017-08-08,GS010,MTBE,949,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM ,,,,gs101,,source file,,http://bargomatic2.compressedtime.com/bargomatic/map2.php?fitbounds=1&catchall=5427007&startdate=2017-03-21&enddate=2017-04-12,
ARRIVAL: no arrival match,EVIAPETROL II,9344356,2016-12-24,2017-08-08,2017-08-08,BF005,FATTY ACID METHYL ESTER (FAME),881,MT,Thessaloniki,arriveddate,Arrived,1,Discharge,GR,SKG ,,,,gs101,,source file,,http://bargomatic2.compressedtime.com/bargomatic/map2.php?fitbounds=1&catchall=9344356&startdate=2016-12-13&enddate=2017-01-04,
ARRIVAL: no arrival match,PAMELA,8912728,2017-02-03,2017-08-08,2017-08-08,GS011,Naphtha,836,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM ,,,,gs101,,source file,,http://bargomatic2.compressedtime.com/bargomatic/map2.php?fitbounds=1&catchall=8912728&startdate=2017-01-23&enddate=2017-02-14,
ARRIVAL: no arrival match,SOPHIA,6918091,2016-12-27,2017-08-08,2017-08-08,GS011,Naphtha,543,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM ,,,,gs101,,source file,,http://bargomatic2.compressedtime.com/bargomatic/map2.php?fitbounds=1&catchall=6918091&startdate=2016-12-16&enddate=2017-01-07,
ARRIVAL: no arrival match,OVERSEAS AMBERMAR,9231626,2017-01-04,2017-08-08,2017-08-08,BF005,FATTY ACID METHYL ESTER (FAME),1,MT,Antwerp,bldate,Bill date,14,Load,BE,ANR ,,,,gs101,,source file,,http://bargomatic2.compressedtime.com/bargomatic/map2.php?fitbounds=1&catchall=9231626&startdate=2016-12-24&enddate=2017-01-15,
ARRIVAL: no arrival match,THUN GENIUS,9263605,2017-05-24,2017-08-08,2017-08-08,BF005,B100 - FATTY ACID METHYL ESTER (FAME),0,MT,Milford Haven,bertheddate,Berthed,2,Load,GB,MLF ,,,,gs101,,source file,,http://bargomatic2.compressedtime.com/bargomatic/map2.php?fitbounds=1&catchall=9263605&startdate=2017-05-13&enddate=2017-06-04,
ARRIVAL: no arrival match,ECO NEMESIS,9719525,2017-05-08,2017-08-08,2017-08-08,MD004,ultra low,0,MT,Rotterdam,arriveddate,Arrived,1,Load,NL,RTM ,,,,gs101,,source file,,http://bargomatic2.compressedtime.com/bargomatic/map2.php?fitbounds=1&catchall=9719525&startdate=2017-04-27&enddate=2017-05-19,
